species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup
Lellingeria_tamandarei,trnL-trnF,GU387266,322,Lellingeria tamandarei (Rosenst.) A. R. Sm. & R. C. Moran,Lellingeria tamandarei A.R.Sm. & R.C.Moran,857969,FALSE
Lellingeria_tenuicula,atpB,GU376622,1260,Lellingeria tenuicula (Fée) A. R. Sm. & R. C. Moran,Lellingeria tenuicula (Fee) A.R.Sm. & R.C.Moran,857970,FALSE
Lellingeria_tenuicula,rbcL,GU386977,1270,Lellingeria tenuicula (Fée) A. R. Sm. & R. C. Moran,Lellingeria tenuicula (Fee) A.R.Sm. & R.C.Moran,857970,FALSE
Lellingeria_tenuicula,rps4-trnS,GU387104,448,Lellingeria tenuicula (Fée) A. R. Sm. & R. C. Moran,Lellingeria tenuicula (Fee) A.R.Sm. & R.C.Moran,857970,FALSE
Lellingeria_tenuicula,trnL-trnF,GU387267,321,Lellingeria tenuicula (Fée) A. R. Sm. & R. C. Moran,Lellingeria tenuicula (Fee) A.R.Sm. & R.C.Moran,857970,FALSE
Lellingeria_tmesipteris,rbcL,MK319112,1242,Lellingeria tmesipteris (Copel.) A. R. Sm. & R. C. Moran,Lellingeria tmesipteris (Copel.) A.R.Sm. & R.C.Moran,2545972,FALSE
Lellingeria_tmesipteris,trnL-trnF,MK319010,270,Lellingeria tmesipteris (Copel.) A. R. Sm. & R. C. Moran,Lellingeria tmesipteris (Copel.) A.R.Sm. & R.C.Moran,2545972,FALSE
Lepisorus_accedens,atpB,KX891382,578,Lepisorus accedens (Blume) Hosok.,Lemmaphyllum accedens (Blume) Donk ex Holttum,504304,FALSE
Lepisorus_accedens,rbcL,KX891368,1178,Lepisorus accedens (Blume) Hosok.,Lemmaphyllum accedens (Blume) Donk ex Holttum,504304,FALSE
Lepisorus_accedens,trnL-trnF,KX891354,208,Lepisorus accedens (Blume) Hosok.,Lemmaphyllum accedens (Blume) Donk ex Holttum,504304,FALSE
Lepisorus_affinis,plastome,MT130664,67519,Lepisorus affinis Ching,Lepisorus affinis Ching ex Ching & Chu H.Wang,699660,FALSE
Lepisorus_albertii,atpB,GQ256130,578,Lepisorus albertii (Regel) Ching,Lepisorus pumilus Ching & S.K.Wu,699687,FALSE
Lepisorus_albertii,rbcL,GQ256292,1267,Lepisorus albertii (Regel) Ching,Lepisorus pumilus Ching & S.K.Wu,699687,FALSE
Lepisorus_albertii,rps4,GQ256366,568,Lepisorus albertii (Regel) Ching,Lepisorus pumilus Ching & S.K.Wu,699687,FALSE
Lepisorus_albertii,rps4-trnS,GQ256366,558,Lepisorus albertii (Regel) Ching,Lepisorus pumilus Ching & S.K.Wu,699687,FALSE
Lepisorus_albertii,trnL-trnF,GQ256217,818,Lepisorus albertii (Regel) Ching,Lepisorus pumilus Ching & S.K.Wu,699687,FALSE
Lepisorus_angustus,atpB,GQ256127,578,Lepisorus angustus Ching,Lepisorus angustus Ching,699662,FALSE
Lepisorus_angustus,rbcL,GQ256290,1267,Lepisorus angustus Ching,Lepisorus angustus Ching,699662,FALSE
Lepisorus_angustus,rps4,GQ256364,568,Lepisorus angustus Ching,Lepisorus angustus Ching,699662,FALSE
Lepisorus_angustus,rps4-trnS,GQ256364,549,Lepisorus angustus Ching,Lepisorus angustus Ching,699662,FALSE
Lepisorus_angustus,trnL-trnF,GQ256214,819,Lepisorus angustus Ching,Lepisorus angustus Ching,699662,FALSE
Lepisorus_annamensis,atpB,GQ256079,578,Lepisorus annamensis (C. Chr.) Li Wang,Lepisorus annamensis (C.Chr.) Li Wang,504301,FALSE
Lepisorus_annamensis,rbcL,GQ256252,1267,Lepisorus annamensis (C. Chr.) Li Wang,Lepisorus annamensis (C.Chr.) Li Wang,504301,FALSE
Lepisorus_annamensis,rps4,GQ256324,568,Lepisorus annamensis (C. Chr.) Li Wang,Lepisorus annamensis (C.Chr.) Li Wang,504301,FALSE
Lepisorus_annamensis,rps4-trnS,GQ256324,550,Lepisorus annamensis (C. Chr.) Li Wang,Lepisorus annamensis (C.Chr.) Li Wang,504301,FALSE
Lepisorus_annamensis,trnL-trnF,GQ256166,865,Lepisorus annamensis (C. Chr.) Li Wang,Lepisorus annamensis (C.Chr.) Li Wang,504301,FALSE
Lepisorus_annuifrons,atpB,GQ256089,578,Lepisorus annuifrons (Makino) Ching,Lepisorus annuifrons (Makino) Ching,699663,FALSE
Lepisorus_annuifrons,rbcL,GQ256258,1267,Lepisorus annuifrons (Makino) Ching,Lepisorus annuifrons (Makino) Ching,699663,FALSE
Lepisorus_annuifrons,rps4,GQ256331,568,Lepisorus annuifrons (Makino) Ching,Lepisorus annuifrons (Makino) Ching,699663,FALSE
Lepisorus_annuifrons,rps4-trnS,GQ256331,548,Lepisorus annuifrons (Makino) Ching,Lepisorus annuifrons (Makino) Ching,699663,FALSE
Lepisorus_annuifrons,trnL-trnF,GQ256176,827,Lepisorus annuifrons (Makino) Ching,Lepisorus annuifrons (Makino) Ching,699663,FALSE
Lepisorus_asterolepis,atpB,GQ256090,578,Lepisorus asterolepis (Baker) Ching,Lepisorus asterolepis (Baker) Ching,699664,FALSE
Lepisorus_asterolepis,rbcL,GQ256259,1267,Lepisorus asterolepis (Baker) Ching,Lepisorus asterolepis (Baker) Ching,699664,FALSE
Lepisorus_asterolepis,rps4,GQ256332,568,Lepisorus asterolepis (Baker) Ching,Lepisorus asterolepis (Baker) Ching,699664,FALSE
Lepisorus_asterolepis,rps4-trnS,GQ256332,558,Lepisorus asterolepis (Baker) Ching,Lepisorus asterolepis (Baker) Ching,699664,FALSE
Lepisorus_asterolepis,trnL-trnF,GQ256177,821,Lepisorus asterolepis (Baker) Ching,Lepisorus asterolepis (Baker) Ching,699664,FALSE
Lepisorus_bicolor,atpB,GQ256092,578,Lepisorus bicolor (Takeda) Ching,Lepisorus bicolor (Takeda) Ching,699666,FALSE
Lepisorus_bicolor,rbcL,GQ256261,1267,Lepisorus bicolor (Takeda) Ching,Lepisorus bicolor (Takeda) Ching,699666,FALSE
Lepisorus_bicolor,rps4,GQ256334,568,Lepisorus bicolor (Takeda) Ching,Lepisorus bicolor (Takeda) Ching,699666,FALSE
Lepisorus_bicolor,rps4-trnS,GQ256334,557,Lepisorus bicolor (Takeda) Ching,Lepisorus bicolor (Takeda) Ching,699666,FALSE
Lepisorus_bicolor,trnL-trnF,GQ256179,821,Lepisorus bicolor (Takeda) Ching,Lepisorus bicolor (Takeda) Ching,699666,FALSE
Lepisorus_boninensis,atpB,GQ256093,578,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,FALSE
Lepisorus_boninensis,rbcL,GQ256262,1267,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,FALSE
Lepisorus_boninensis,rps4,GQ256335,568,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,FALSE
Lepisorus_boninensis,rps4-trnS,GQ256335,563,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,FALSE
Lepisorus_boninensis,trnL-trnF,GQ256180,825,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,FALSE
Lepisorus_buergerianus,plastome,MN623364,67470,"Lepisorus buergerianus (Miq.) C. F. Zhao, R. Wei & X. C. Zhang",Lepisorus hederaceus (Christ) R.Wei & X.C.Zhang,2746214,FALSE
Lepisorus_carnosus,plastome,MT130559,67446,"Lepisorus carnosus (J. Sm.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum carnosum (J.Sm. ex Hook.) C.Presl,187364,FALSE
Lepisorus_cespitosus,atpB,LC524158,572,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,FALSE
Lepisorus_cespitosus,rbcL,LC524157,1267,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,FALSE
Lepisorus_cespitosus,rps4,LC524159,568,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,FALSE
Lepisorus_cespitosus,rps4-trnS,LC524159,529,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,FALSE
Lepisorus_cespitosus,trnL-trnF,LC524160,795,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,FALSE
Lepisorus_clathratus,plastome,KY419704,67512,Lepisorus clathratus (C. B. Clarke) Ching,Lepisorus clathratus (Clarke) Ching,253749,FALSE
Lepisorus_confluens,plastome,MT130651,67381,Lepisorus confluens W. M. Chu,Lepisorus confluens W.M.Chu,699668,FALSE
Lepisorus_contortus,atpB,GQ256148,578,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,FALSE
Lepisorus_contortus,rbcL,GQ256308,1267,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,FALSE
Lepisorus_contortus,rps4,GQ256384,568,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,FALSE
Lepisorus_contortus,rps4-trnS,GQ256384,552,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,FALSE
Lepisorus_contortus,trnL-trnF,GQ256235,819,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,FALSE
Lepisorus_crassipes,atpB,GQ256105,578,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,FALSE
Lepisorus_crassipes,rbcL,GQ256271,1267,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,FALSE
Lepisorus_crassipes,rps4,GQ256345,568,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,FALSE
Lepisorus_crassipes,rps4-trnS,GQ256345,558,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,FALSE
Lepisorus_crassipes,trnL-trnF,GQ256192,818,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,FALSE
Lepisorus_distans,atpB,GQ256152,578,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,FALSE
Lepisorus_distans,rbcL,GQ256312,1267,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,FALSE
Lepisorus_distans,rps4,GQ256388,568,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,FALSE
Lepisorus_distans,rps4-trnS,GQ256388,540,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,FALSE
Lepisorus_distans,trnL-trnF,GQ256239,825,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,FALSE
Lepisorus_diversus,plastome,MT968973,67486,Lepisorus diversus (Rosenst.) comb. ined.,Lemmaphyllum intermedium (Ching) Li Wang,690450,FALSE
Lepisorus_drymoglossoides,plastome,OP369280,67422,Lepisorus drymoglossoides (Baker) comb. ined.,Lemmaphyllum carnosum var. drymoglossoides (Baker) X.P.Wei,699658,FALSE
Lepisorus_elegans,atpB,GQ256100,578,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,FALSE
Lepisorus_elegans,rbcL,GQ256268,1267,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,FALSE
Lepisorus_elegans,rps4,GQ256342,568,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,FALSE
Lepisorus_elegans,rps4-trnS,GQ256342,564,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,FALSE
Lepisorus_elegans,trnL-trnF,GQ256187,819,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,FALSE
Lepisorus_ensatus,atpA,MH113549,990,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_ensatus,atpB,MH113583,698,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_ensatus,matK,MH113616,830,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_ensatus,rbcL,MH051184,995,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_ensatus,rps4,MH113483,542,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_ensatus,rps4-trnS,MH113483,576,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_ensatus,trnL-trnF,MH113516,507,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,FALSE
Lepisorus_excavatus,atpB,GQ256091,578,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,FALSE
Lepisorus_excavatus,rbcL,GQ256260,1267,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,FALSE
Lepisorus_excavatus,rps4,GQ256333,568,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,FALSE
Lepisorus_excavatus,rps4-trnS,GQ256333,557,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,FALSE
Lepisorus_excavatus,trnL-trnF,GQ256178,821,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,FALSE
Lepisorus_fortunei,plastome,MT373087,66970,Lepisorus fortunei (T. Moore) C. M. Kuo,Neolepisorus fortunei (T.Moore) Li Wang,253763,FALSE
Lepisorus_hachijoensis,atpB,GQ256103,578,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,FALSE
Lepisorus_hachijoensis,rbcL,GQ256269,1267,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,FALSE
Lepisorus_hachijoensis,rps4,GQ256343,568,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,FALSE
Lepisorus_hachijoensis,rps4-trnS,GQ256343,566,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,FALSE
Lepisorus_hachijoensis,trnL-trnF,GQ256190,826,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,FALSE
Lepisorus_henryi,atpB,GQ256080,578,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,FALSE
Lepisorus_henryi,rbcL,GQ256253,1267,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,FALSE
Lepisorus_henryi,rps4,GQ256325,568,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,FALSE
Lepisorus_henryi,rps4-trnS,GQ256325,549,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,FALSE
Lepisorus_henryi,trnL-trnF,GQ256167,821,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,FALSE
Lepisorus_heterolepis,atpB,GQ256104,578,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,FALSE
Lepisorus_heterolepis,rbcL,GQ256270,1267,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,FALSE
Lepisorus_heterolepis,rps4,GQ256344,568,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,FALSE
Lepisorus_heterolepis,rps4-trnS,GQ256344,549,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,FALSE
Lepisorus_heterolepis,trnL-trnF,GQ256191,819,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,FALSE
Lepisorus_jakonensis,plastome,MW876326,67373,Lepisorus jakonensis (Blanf.) Fraser-Jenk. & J. Krieg.,Lepisorus jakonensis (Blanf.) Ching,2304231,FALSE
Lepisorus_kawakamii,atpB,GQ256106,578,Lepisorus kawakamii (Hayata) Tagawa,Lepisorus kawakamii (Hayata) Tagawa,504308,FALSE
Lepisorus_kawakamii,rbcL,EU482940,1355,Lepisorus kawakamii (Hayata) Tagawa,Lepisorus kawakamii (Hayata) Tagawa,504308,FALSE
Lepisorus_kawakamii,trnL-trnF,GQ256193,822,Lepisorus kawakamii (Hayata) Tagawa,Lepisorus kawakamii (Hayata) Tagawa,504308,FALSE
Lepisorus_kuchenensis,atpB,GQ256107,578,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,FALSE
Lepisorus_kuchenensis,rbcL,GQ256272,1267,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,FALSE
Lepisorus_kuchenensis,rps4,GQ256346,568,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,FALSE
Lepisorus_kuchenensis,rps4-trnS,GQ256346,558,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,FALSE
Lepisorus_kuchenensis,trnL-trnF,GQ256194,823,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,FALSE
Lepisorus_kuratae,rbcL,LC331937,1134,Lepisorus kuratae T. Fujiw. & Seriz.,Lepisorus kuratae T.Fujiw. & Seriz.,2050568,FALSE
Lepisorus_kuratae,rps4,LC332106,542,Lepisorus kuratae T. Fujiw. & Seriz.,Lepisorus kuratae T.Fujiw. & Seriz.,2050568,FALSE
Lepisorus_kuratae,rps4-trnS,LC332106,515,Lepisorus kuratae T. Fujiw. & Seriz.,Lepisorus kuratae T.Fujiw. & Seriz.,2050568,FALSE
Lepisorus_lewisii,atpB,GQ256108,578,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,FALSE
Lepisorus_lewisii,matK,MF446985,808,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,FALSE
Lepisorus_lewisii,rbcL,GQ256273,1267,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,FALSE
Lepisorus_lewisii,rps4,GQ256347,568,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,FALSE
Lepisorus_lewisii,rps4-trnS,GQ256347,549,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,FALSE
Lepisorus_lewisii,trnL-trnF,GQ256195,819,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,FALSE
Lepisorus_likiangensis,atpB,GQ256099,578,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,FALSE
Lepisorus_likiangensis,rbcL,GQ256267,1267,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,FALSE
Lepisorus_likiangensis,rps4,GQ256341,568,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,FALSE
Lepisorus_likiangensis,rps4-trnS,GQ256341,558,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,FALSE
Lepisorus_likiangensis,trnL-trnF,GQ256186,824,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,FALSE
Lepisorus_lineariformis,atpB,GQ256112,578,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,FALSE
Lepisorus_lineariformis,rbcL,GQ256277,1267,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,FALSE
Lepisorus_lineariformis,rps4,GQ256351,568,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,FALSE
Lepisorus_lineariformis,rps4-trnS,GQ256351,558,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,FALSE
Lepisorus_lineariformis,trnL-trnF,GQ256199,819,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,FALSE
Lepisorus_longifolius,plastome,MW876327,67426,Lepisorus longifolius (Blume) Holttum,Lepisorus longifolius (Blume) Holttum,392241,FALSE
Lepisorus_loriformis,atpB,GQ256153,578,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,FALSE
Lepisorus_loriformis,rbcL,GQ256313,1267,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,FALSE
Lepisorus_loriformis,rps4,GQ256389,568,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,FALSE
Lepisorus_loriformis,rps4-trnS,GQ256389,575,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,FALSE
Lepisorus_loriformis,trnL-trnF,GQ256240,822,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,FALSE
Lepisorus_luchunensis,atpB,HQ712007,548,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,FALSE
Lepisorus_luchunensis,rbcL,HQ712000,1251,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,FALSE
Lepisorus_luchunensis,rps4,HQ712008,548,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,FALSE
Lepisorus_luchunensis,rps4-trnS,HQ712008,524,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,FALSE
Lepisorus_luchunensis,trnL-trnF,HQ712019,795,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,FALSE
Lepisorus_macrosphaerus,atpB,GQ256116,578,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,FALSE
Lepisorus_macrosphaerus,rbcL,GQ256280,1267,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,FALSE
Lepisorus_macrosphaerus,rps4,GQ256354,568,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,FALSE
Lepisorus_macrosphaerus,rps4-trnS,GQ256354,558,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,FALSE
Lepisorus_macrosphaerus,trnL-trnF,GQ256203,822,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,FALSE
Lepisorus_maculosus,atpB,GQ256165,578,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,FALSE
Lepisorus_maculosus,rbcL,GQ256323,1267,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,FALSE
Lepisorus_maculosus,rps4,GQ256401,568,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,FALSE
Lepisorus_maculosus,rps4-trnS,GQ256401,557,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,FALSE
Lepisorus_maculosus,trnL-trnF,GQ256251,815,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,FALSE
Lepisorus_marginatus,atpB,GQ256117,578,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,FALSE
Lepisorus_marginatus,rbcL,GQ256281,1267,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,FALSE
Lepisorus_marginatus,rps4,GQ256355,568,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,FALSE
Lepisorus_marginatus,rps4-trnS,GQ256355,558,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,FALSE
Lepisorus_marginatus,trnL-trnF,GQ256204,818,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,FALSE
Lepisorus_medogensis,atpB,GQ256118,578,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,FALSE
Lepisorus_medogensis,rbcL,GQ256282,1267,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,FALSE
Lepisorus_medogensis,rps4,GQ256356,568,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,FALSE
Lepisorus_medogensis,rps4-trnS,GQ256356,550,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,FALSE
Lepisorus_medogensis,trnL-trnF,GQ256205,822,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,FALSE
Lepisorus_megasorus,rbcL,DQ642158,1209,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,FALSE
Lepisorus_megasorus,rps4,DQ642196,574,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,FALSE
Lepisorus_megasorus,rps4-trnS,DQ642196,542,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,FALSE
Lepisorus_megasorus,trnL-trnF,DQ642240,293,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,FALSE
Lepisorus_microphyllus,plastome,MN623356,67554,Lepisorus microphyllus (C. Presl) comb. ined.,Lemmaphyllum carnosum var. microphyllum (C.Presl) X.P.Wei,449854,FALSE
Lepisorus_mikawanus,rbcL,LC331943,1134,Lepisorus mikawanus Kurata,Lepisorus mikawanus Sa.Kurata,2050569,FALSE
